,isced11,genero,edad,edad_ingresos,geo,periodo,satisfaccion_general,mediana_ingresos,media_ingresos,no_afrontar_imprevistos(%)
776,ED0-2,F,Y35-49,Y25-49,TR,2021-01-01,5.3,2867.0,4014.0,33.4
777,ED0-2,F,Y35-49,Y25-49,TR,2022-01-01,5.2,2942.0,4382.0,31.1
778,ED0-2,F,Y35-49,Y25-49,TR,2023-01-01,5.5,3168.0,4655.0,31.8
779,ED0-2,F,Y35-49,Y25-49,TR,2024-01-01,5.5,4511.0,6689.0,26.8
780,ED0-2,F,Y50-64,Y50-64,AT,2021-01-01,7.3,30488.0,33673.0,18.6
781,ED0-2,F,Y50-64,Y50-64,AT,2022-01-01,6.9,30576.0,34553.0,19.0
782,ED0-2,F,Y50-64,Y50-64,AT,2023-01-01,7.1,34656.0,37956.0,22.8
783,ED0-2,F,Y50-64,Y50-64,AT,2024-01-01,6.8,36456.0,41575.0,20.9
784,ED0-2,F,Y50-64,Y50-64,BE,2021-01-01,6.9,27348.0,30356.0,22.3
785,ED0-2,F,Y50-64,Y50-64,BE,2022-01-01,6.9,29058.0,31811.0,22.7
786,ED0-2,F,Y50-64,Y50-64,BE,2023-01-01,7.1,30525.0,34780.0,21.5
787,ED0-2,F,Y50-64,Y50-64,BE,2024-01-01,6.9,33403.0,38219.0,21.5
788,ED0-2,F,Y50-64,Y50-64,BG,2021-01-01,4.6,6101.0,7809.0,36.4
789,ED0-2,F,Y50-64,Y50-64,BG,2022-01-01,4.5,6456.0,7915.0,42.4
790,ED0-2,F,Y50-64,Y50-64,BG,2023-01-01,4.7,7751.0,9618.0,46.7
791,ED0-2,F,Y50-64,Y50-64,BG,2024-01-01,5.3,9244.0,11886.0,45.6
792,ED0-2,F,Y50-64,Y50-64,CY,2021-01-01,6.2,18498.0,22622.0,43.4
793,ED0-2,F,Y50-64,Y50-64,CY,2022-01-01,6.5,19284.0,22917.0,39.7
794,ED0-2,F,Y50-64,Y50-64,CY,2023-01-01,6.8,20732.0,25236.0,37.6
795,ED0-2,F,Y50-64,Y50-64,CY,2024-01-01,6.8,22941.0,26899.0,34.8
796,ED0-2,F,Y50-64,Y50-64,CZ,2021-01-01,6.1,11514.0,13109.0,18.1
797,ED0-2,F,Y50-64,Y50-64,CZ,2022-01-01,6.5,13627.0,14743.0,17.5
798,ED0-2,F,Y50-64,Y50-64,CZ,2023-01-01,5.8,15335.0,16453.0,19.7
799,ED0-2,F,Y50-64,Y50-64,CZ,2024-01-01,6.3,17080.0,18377.0,19.2
800,ED0-2,F,Y50-64,Y50-64,DE,2021-01-01,6.51,27444.0,31730.0,32.3
801,ED0-2,F,Y50-64,Y50-64,DE,2022-01-01,5.8,27568.0,31428.0,33.9
802,ED0-2,F,Y50-64,Y50-64,DE,2023-01-01,6.2,28922.0,33651.0,35.0
803,ED0-2,F,Y50-64,Y50-64,DE,2024-01-01,6.2,30281.0,34951.0,32.2
804,ED0-2,F,Y50-64,Y50-64,DK,2021-01-01,7.1,38983.0,44281.0,19.5
805,ED0-2,F,Y50-64,Y50-64,DK,2022-01-01,7.3,40806.0,46361.0,20.2
806,ED0-2,F,Y50-64,Y50-64,DK,2023-01-01,7.1,41489.0,45826.0,23.1
807,ED0-2,F,Y50-64,Y50-64,DK,2024-01-01,6.8,43013.0,48305.0,21.1
808,ED0-2,F,Y50-64,Y50-64,EE,2021-01-01,6.4,13357.0,14491.0,27.1
809,ED0-2,F,Y50-64,Y50-64,EE,2022-01-01,6.6,15643.0,17603.0,31.3
810,ED0-2,F,Y50-64,Y50-64,EE,2023-01-01,6.8,16059.0,17845.0,30.2
811,ED0-2,F,Y50-64,Y50-64,EE,2024-01-01,6.7,17102.0,19024.0,34.7
812,ED0-2,F,Y50-64,Y50-64,EL,2021-01-01,6.2,9475.0,10623.0,46.3
813,ED0-2,F,Y50-64,Y50-64,EL,2022-01-01,6.2,10100.0,11607.0,43.6
814,ED0-2,F,Y50-64,Y50-64,EL,2023-01-01,6.3,10860.0,12374.0,44.3
815,ED0-2,F,Y50-64,Y50-64,EL,2024-01-01,6.2,11701.0,13436.0,43.9
816,ED0-2,F,Y50-64,Y50-64,ES,2021-01-01,6.7,17077.0,19754.0,33.4
817,ED0-2,F,Y50-64,Y50-64,ES,2022-01-01,6.7,18009.0,20706.0,35.5
818,ED0-2,F,Y50-64,Y50-64,ES,2023-01-01,6.8,19361.0,22365.0,37.1
819,ED0-2,F,Y50-64,Y50-64,ES,2024-01-01,6.8,20874.0,23647.0,35.9
820,ED0-2,F,Y50-64,Y50-64,EU27_2020,2021-01-01,6.51,20031.0,22912.0,29.45
821,ED0-2,F,Y50-64,Y50-64,EU27_2020,2022-01-01,6.6,20883.0,23687.0,30.19
822,ED0-2,F,Y50-64,Y50-64,EU27_2020,2023-01-01,6.7,22150.0,25231.0,30.65
823,ED0-2,F,Y50-64,Y50-64,EU27_2020,2024-01-01,6.6,23531.0,26810.0,29.68
824,ED0-2,F,Y50-64,Y50-64,FI,2021-01-01,7.7,29493.0,33690.0,23.5
825,ED0-2,F,Y50-64,Y50-64,FI,2022-01-01,7.6,30389.0,34414.0,23.2
826,ED0-2,F,Y50-64,Y50-64,FI,2023-01-01,8.0,31884.0,35936.0,26.0
827,ED0-2,F,Y50-64,Y50-64,FI,2024-01-01,8.0,34387.0,37491.0,27.3
828,ED0-2,F,Y50-64,Y50-64,FR,2021-01-01,6.3,24079.0,28033.0,27.6
829,ED0-2,F,Y50-64,Y50-64,FR,2022-01-01,6.4,24942.0,29107.0,31.4
830,ED0-2,F,Y50-64,Y50-64,FR,2023-01-01,6.5,26144.0,30180.0,29.4
831,ED0-2,F,Y50-64,Y50-64,FR,2024-01-01,6.5,26997.0,31559.0,29.4
832,ED0-2,F,Y50-64,Y50-64,HR,2021-01-01,6.1,8492.0,9028.0,46.5
833,ED0-2,F,Y50-64,Y50-64,HR,2022-01-01,6.0,9222.0,9939.0,44.8
834,ED0-2,F,Y50-64,Y50-64,HR,2023-01-01,6.2,10730.0,11590.0,41.4
835,ED0-2,F,Y50-64,Y50-64,HR,2024-01-01,6.2,13340.0,14533.0,34.9
836,ED0-2,F,Y50-64,Y50-64,HU,2021-01-01,5.6,6902.0,7582.0,34.8
837,ED0-2,F,Y50-64,Y50-64,HU,2022-01-01,5.7,7054.0,7799.0,33.7
838,ED0-2,F,Y50-64,Y50-64,HU,2023-01-01,6.0,7973.0,8783.0,31.5
839,ED0-2,F,Y50-64,Y50-64,HU,2024-01-01,5.9,8995.0,9925.0,28.6
840,ED0-2,F,Y50-64,Y50-64,IE,2021-01-01,6.7,30824.0,36038.0,29.1
841,ED0-2,F,Y50-64,Y50-64,IE,2022-01-01,6.8,33016.0,37326.0,33.1
842,ED0-2,F,Y50-64,Y50-64,IE,2023-01-01,7.0,33278.0,39982.0,34.4
843,ED0-2,F,Y50-64,Y50-64,IE,2024-01-01,7.3,36179.0,41304.0,31.5
844,ED0-2,F,Y50-64,Y50-64,IT,2021-01-01,6.8,19310.0,22121.0,32.7
845,ED0-2,F,Y50-64,Y50-64,IT,2022-01-01,6.9,20169.0,22836.0,32.9
846,ED0-2,F,Y50-64,Y50-64,IT,2023-01-01,6.8,21348.0,23938.0,28.8
847,ED0-2,F,Y50-64,Y50-64,IT,2024-01-01,6.7,21832.0,24843.0,29.9
848,ED0-2,F,Y50-64,Y50-64,LT,2021-01-01,5.3,10051.0,12328.0,36.4
849,ED0-2,F,Y50-64,Y50-64,LT,2022-01-01,5.7,10739.0,12876.0,39.3
850,ED0-2,F,Y50-64,Y50-64,LT,2023-01-01,6.6,12320.0,14094.0,40.5
851,ED0-2,F,Y50-64,Y50-64,LT,2024-01-01,6.0,13548.0,14848.0,41.3
852,ED0-2,F,Y50-64,Y50-64,LU,2021-01-01,6.9,43550.0,50155.0,21.3
853,ED0-2,F,Y50-64,Y50-64,LU,2022-01-01,7.2,46650.0,51969.0,18.8
854,ED0-2,F,Y50-64,Y50-64,LU,2023-01-01,6.9,48268.0,56296.0,24.1
855,ED0-2,F,Y50-64,Y50-64,LU,2024-01-01,6.3,51469.0,59019.0,22.5
856,ED0-2,F,Y50-64,Y50-64,LV,2021-01-01,6.3,9210.0,10812.0,41.9
857,ED0-2,F,Y50-64,Y50-64,LV,2022-01-01,6.2,10010.0,11492.0,44.1
858,ED0-2,F,Y50-64,Y50-64,LV,2023-01-01,6.0,11022.0,12681.0,44.8
859,ED0-2,F,Y50-64,Y50-64,LV,2024-01-01,5.7,12466.0,14793.0,45.2
860,ED0-2,F,Y50-64,Y50-64,MT,2021-01-01,6.7,17146.0,19800.0,15.7
861,ED0-2,F,Y50-64,Y50-64,MT,2022-01-01,7.0,19007.0,21437.0,15.4
862,ED0-2,F,Y50-64,Y50-64,MT,2023-01-01,7.1,20710.0,24203.0,15.9
863,ED0-2,F,Y50-64,Y50-64,MT,2024-01-01,7.3,23470.0,25110.0,18.3
864,ED0-2,F,Y50-64,Y50-64,NL,2021-01-01,7.5,29905.0,32895.0,15.1
865,ED0-2,F,Y50-64,Y50-64,NL,2022-01-01,7.3,31240.0,33994.0,14.7
866,ED0-2,F,Y50-64,Y50-64,NL,2023-01-01,7.4,31806.0,35699.0,15.9
867,ED0-2,F,Y50-64,Y50-64,NL,2024-01-01,7.3,35114.0,40046.0,17.0
868,ED0-2,F,Y50-64,Y50-64,NO,2021-01-01,7.0,42562.0,47055.0,23.4
869,ED0-2,F,Y50-64,Y50-64,NO,2022-01-01,7.4,46140.0,52266.0,22.0
870,ED0-2,F,Y50-64,Y50-64,NO,2023-01-01,7.4,49749.0,53062.0,24.2
871,ED0-2,F,Y50-64,Y50-64,NO,2024-01-01,7.0,48502.0,52247.0,23.7
872,ED0-2,F,Y50-64,Y50-64,PL,2021-01-01,7.2,8239.0,9014.0,24.7
873,ED0-2,F,Y50-64,Y50-64,PL,2022-01-01,7.1,9281.0,10147.0,27.3
874,ED0-2,F,Y50-64,Y50-64,PL,2023-01-01,7.1,10529.0,11444.0,26.0
875,ED0-2,F,Y50-64,Y50-64,PL,2024-01-01,7.4,12499.0,13528.0,23.0
876,ED0-2,F,Y50-64,Y50-64,PT,2021-01-01,6.51,11223.0,13645.0,31.2
877,ED0-2,F,Y50-64,Y50-64,PT,2022-01-01,6.4,11454.0,13960.0,29.9
878,ED0-2,F,Y50-64,Y50-64,PT,2023-01-01,6.6,12108.0,15377.0,30.5
879,ED0-2,F,Y50-64,Y50-64,PT,2024-01-01,6.8,13309.0,15815.0,28.7
880,ED0-2,F,Y50-64,Y50-64,RO,2021-01-01,7.1,4960.0,5658.0,47.3
881,ED0-2,F,Y50-64,Y50-64,RO,2022-01-01,6.9,5920.0,6563.0,47.9
882,ED0-2,F,Y50-64,Y50-64,RO,2023-01-01,7.0,6743.0,7313.0,46.4
883,ED0-2,F,Y50-64,Y50-64,RO,2024-01-01,6.9,8253.0,8681.0,40.1
884,ED0-2,F,Y50-64,Y50-64,SE,2021-01-01,7.4,31170.0,33491.0,18.4
885,ED0-2,F,Y50-64,Y50-64,SE,2022-01-01,7.3,33541.0,35601.0,21.2
886,ED0-2,F,Y50-64,Y50-64,SE,2023-01-01,6.8,33819.0,35896.0,21.9
887,ED0-2,F,Y50-64,Y50-64,SE,2024-01-01,7.1,33756.0,35291.0,22.5
888,ED0-2,F,Y50-64,Y50-64,SI,2021-01-01,6.9,15749.0,17165.0,24.6
889,ED0-2,F,Y50-64,Y50-64,SI,2022-01-01,6.8,17274.0,18623.0,24.6
890,ED0-2,F,Y50-64,Y50-64,SI,2023-01-01,6.9,18689.0,20220.0,22.7
891,ED0-2,F,Y50-64,Y50-64,SI,2024-01-01,6.8,20561.0,22157.0,23.2
892,ED0-2,F,Y50-64,Y50-64,SK,2021-01-01,5.5,9372.0,9554.0,27.0
893,ED0-2,F,Y50-64,Y50-64,SK,2022-01-01,5.2,9685.0,9803.0,27.0
894,ED0-2,F,Y50-64,Y50-64,SK,2023-01-01,5.6,10307.0,10258.0,29.3
895,ED0-2,F,Y50-64,Y50-64,SK,2024-01-01,5.4,10820.0,10973.0,28.2
896,ED0-2,F,Y50-64,Y50-64,TR,2021-01-01,5.4,3409.0,4467.0,33.4
897,ED0-2,F,Y50-64,Y50-64,TR,2022-01-01,5.4,3417.0,4582.0,31.1
898,ED0-2,F,Y50-64,Y50-64,TR,2023-01-01,5.5,3406.0,4740.0,31.8
899,ED0-2,F,Y50-64,Y50-64,TR,2024-01-01,5.6,4490.0,6249.0,26.8
900,ED0-2,F,Y65-74,Y_GE65,AT,2021-01-01,7.5,25459.0,27936.0,18.6
901,ED0-2,F,Y65-74,Y_GE65,AT,2022-01-01,7.4,25726.0,28568.0,19.0
902,ED0-2,F,Y65-74,Y_GE65,AT,2023-01-01,7.4,27294.0,30911.0,22.8
903,ED0-2,F,Y65-74,Y_GE65,AT,2024-01-01,7.2,29702.0,32555.0,20.9
904,ED0-2,F,Y65-74,Y_GE65,BE,2021-01-01,7.4,20346.0,22537.0,22.3
905,ED0-2,F,Y65-74,Y_GE65,BE,2022-01-01,7.3,20518.0,24178.0,22.7
906,ED0-2,F,Y65-74,Y_GE65,BE,2023-01-01,7.4,22407.0,25513.0,21.5
907,ED0-2,F,Y65-74,Y_GE65,BE,2024-01-01,7.3,24048.0,27338.0,21.5
908,ED0-2,F,Y65-74,Y_GE65,BG,2021-01-01,4.5,3500.0,4792.0,36.4
909,ED0-2,F,Y65-74,Y_GE65,BG,2022-01-01,4.3,3533.0,4751.0,42.4
910,ED0-2,F,Y65-74,Y_GE65,BG,2023-01-01,4.7,4910.0,6270.0,46.7
911,ED0-2,F,Y65-74,Y_GE65,BG,2024-01-01,5.0,5876.0,7525.0,45.6
912,ED0-2,F,Y65-74,Y_GE65,CY,2021-01-01,5.9,12881.0,17115.0,43.4
913,ED0-2,F,Y65-74,Y_GE65,CY,2022-01-01,6.6,13696.0,17638.0,39.7
914,ED0-2,F,Y65-74,Y_GE65,CY,2023-01-01,6.7,14519.0,19341.0,37.6
915,ED0-2,F,Y65-74,Y_GE65,CY,2024-01-01,6.7,14973.0,19457.0,34.8
916,ED0-2,F,Y65-74,Y_GE65,CZ,2021-01-01,6.7,8557.0,9296.0,18.1
917,ED0-2,F,Y65-74,Y_GE65,CZ,2022-01-01,6.7,9081.0,9931.0,17.5
918,ED0-2,F,Y65-74,Y_GE65,CZ,2023-01-01,6.6,10525.0,11541.0,19.7
919,ED0-2,F,Y65-74,Y_GE65,CZ,2024-01-01,6.6,12492.0,13545.0,19.2
920,ED0-2,F,Y65-74,Y_GE65,DE,2021-01-01,6.75,21309.0,24169.0,32.3
921,ED0-2,F,Y65-74,Y_GE65,DE,2022-01-01,6.1,21386.0,24120.0,33.9
922,ED0-2,F,Y65-74,Y_GE65,DE,2023-01-01,6.6,22320.0,25296.0,35.0
923,ED0-2,F,Y65-74,Y_GE65,DE,2024-01-01,6.5,23328.0,26338.0,32.2
924,ED0-2,F,Y65-74,Y_GE65,DK,2021-01-01,7.9,25664.0,28879.0,19.5
925,ED0-2,F,Y65-74,Y_GE65,DK,2022-01-01,8.3,26395.0,30292.0,20.2
926,ED0-2,F,Y65-74,Y_GE65,DK,2023-01-01,8.1,27284.0,34857.0,23.1
927,ED0-2,F,Y65-74,Y_GE65,DK,2024-01-01,8.0,28180.0,37409.0,21.1
928,ED0-2,F,Y65-74,Y_GE65,EE,2021-01-01,7.2,7815.0,9817.0,27.1
929,ED0-2,F,Y65-74,Y_GE65,EE,2022-01-01,6.9,8293.0,10804.0,31.3
930,ED0-2,F,Y65-74,Y_GE65,EE,2023-01-01,6.6,8833.0,11411.0,30.2
931,ED0-2,F,Y65-74,Y_GE65,EE,2024-01-01,6.1,10054.0,12749.0,34.7
932,ED0-2,F,Y65-74,Y_GE65,EL,2021-01-01,6.3,8347.0,9569.0,46.3
933,ED0-2,F,Y65-74,Y_GE65,EL,2022-01-01,6.1,8960.0,10072.0,43.6
934,ED0-2,F,Y65-74,Y_GE65,EL,2023-01-01,6.2,9225.0,10395.0,44.3
935,ED0-2,F,Y65-74,Y_GE65,EL,2024-01-01,5.9,9657.0,10879.0,43.9
936,ED0-2,F,Y65-74,Y_GE65,ES,2021-01-01,6.9,15713.0,17889.0,33.4
937,ED0-2,F,Y65-74,Y_GE65,ES,2022-01-01,6.8,16339.0,18289.0,35.5
938,ED0-2,F,Y65-74,Y_GE65,ES,2023-01-01,7.0,17962.0,20129.0,37.1
939,ED0-2,F,Y65-74,Y_GE65,ES,2024-01-01,6.9,19107.0,21549.0,35.9
940,ED0-2,F,Y65-74,Y_GE65,EU27_2020,2021-01-01,6.75,16267.0,18455.0,29.45
941,ED0-2,F,Y65-74,Y_GE65,EU27_2020,2022-01-01,6.7,16587.0,18804.0,30.19
942,ED0-2,F,Y65-74,Y_GE65,EU27_2020,2023-01-01,6.9,17670.0,20179.0,30.65
943,ED0-2,F,Y65-74,Y_GE65,EU27_2020,2024-01-01,6.8,18885.0,21592.0,29.68
944,ED0-2,F,Y65-74,Y_GE65,FI,2021-01-01,8.2,20168.0,23351.0,23.5
945,ED0-2,F,Y65-74,Y_GE65,FI,2022-01-01,7.9,20544.0,23756.0,23.2
946,ED0-2,F,Y65-74,Y_GE65,FI,2023-01-01,7.8,21693.0,25094.0,26.0
947,ED0-2,F,Y65-74,Y_GE65,FI,2024-01-01,7.8,23644.0,27346.0,27.3
948,ED0-2,F,Y65-74,Y_GE65,FR,2021-01-01,6.4,21268.0,23513.0,27.6
949,ED0-2,F,Y65-74,Y_GE65,FR,2022-01-01,6.7,21230.0,23311.0,31.4
950,ED0-2,F,Y65-74,Y_GE65,FR,2023-01-01,6.7,22443.0,24948.0,29.4
951,ED0-2,F,Y65-74,Y_GE65,FR,2024-01-01,6.8,23809.0,27235.0,29.4
952,ED0-2,F,Y65-74,Y_GE65,HR,2021-01-01,5.8,5981.0,6712.0,46.5
953,ED0-2,F,Y65-74,Y_GE65,HR,2022-01-01,5.9,6441.0,7259.0,44.8
954,ED0-2,F,Y65-74,Y_GE65,HR,2023-01-01,6.0,6942.0,7930.0,41.4
955,ED0-2,F,Y65-74,Y_GE65,HR,2024-01-01,6.1,8545.0,9566.0,34.9
956,ED0-2,F,Y65-74,Y_GE65,HU,2021-01-01,5.6,5757.0,6453.0,34.8
957,ED0-2,F,Y65-74,Y_GE65,HU,2022-01-01,6.0,6471.0,7109.0,33.7
958,ED0-2,F,Y65-74,Y_GE65,HU,2023-01-01,6.3,5936.0,6755.0,31.5
959,ED0-2,F,Y65-74,Y_GE65,HU,2024-01-01,6.1,7941.0,8484.0,28.6
960,ED0-2,F,Y65-74,Y_GE65,IE,2021-01-01,7.1,24638.0,28281.0,29.1
961,ED0-2,F,Y65-74,Y_GE65,IE,2022-01-01,7.1,24240.0,29041.0,33.1
962,ED0-2,F,Y65-74,Y_GE65,IE,2023-01-01,7.3,27251.0,32454.0,34.4
963,ED0-2,F,Y65-74,Y_GE65,IE,2024-01-01,7.3,29116.0,33953.0,31.5
964,ED0-2,F,Y65-74,Y_GE65,IT,2021-01-01,6.8,17769.0,20795.0,32.7
965,ED0-2,F,Y65-74,Y_GE65,IT,2022-01-01,6.8,17559.0,20760.0,32.9
966,ED0-2,F,Y65-74,Y_GE65,IT,2023-01-01,6.8,19027.0,22482.0,28.8
967,ED0-2,F,Y65-74,Y_GE65,IT,2024-01-01,6.9,19883.0,23406.0,29.9
968,ED0-2,F,Y65-74,Y_GE65,LT,2021-01-01,5.6,6350.0,7746.0,36.4
969,ED0-2,F,Y65-74,Y_GE65,LT,2022-01-01,6.2,6377.0,7897.0,39.3
970,ED0-2,F,Y65-74,Y_GE65,LT,2023-01-01,6.3,7234.0,8958.0,40.5
971,ED0-2,F,Y65-74,Y_GE65,LT,2024-01-01,6.0,8052.0,10086.0,41.3
972,ED0-2,F,Y65-74,Y_GE65,LU,2021-01-01,7.3,50517.0,55102.0,21.3
973,ED0-2,F,Y65-74,Y_GE65,LU,2022-01-01,7.6,47925.0,53228.0,18.8
974,ED0-2,F,Y65-74,Y_GE65,LU,2023-01-01,7.6,50388.0,57589.0,24.1
975,ED0-2,F,Y65-74,Y_GE65,LU,2024-01-01,7.3,55116.0,62500.0,22.5
976,ED0-2,F,Y65-74,Y_GE65,LV,2021-01-01,6.2,5670.0,7712.0,41.9
977,ED0-2,F,Y65-74,Y_GE65,LV,2022-01-01,6.3,6578.0,8439.0,44.1
978,ED0-2,F,Y65-74,Y_GE65,LV,2023-01-01,6.7,7246.0,9291.0,44.8
979,ED0-2,F,Y65-74,Y_GE65,LV,2024-01-01,6.6,8275.0,10475.0,45.2
980,ED0-2,F,Y65-74,Y_GE65,MT,2021-01-01,6.4,13192.0,15064.0,15.7
981,ED0-2,F,Y65-74,Y_GE65,MT,2022-01-01,7.1,13329.0,15813.0,15.4
982,ED0-2,F,Y65-74,Y_GE65,MT,2023-01-01,7.0,13039.0,16174.0,15.9
983,ED0-2,F,Y65-74,Y_GE65,MT,2024-01-01,7.2,14700.0,17115.0,18.3
984,ED0-2,F,Y65-74,Y_GE65,NL,2021-01-01,7.9,21485.0,23980.0,15.1
985,ED0-2,F,Y65-74,Y_GE65,NL,2022-01-01,7.6,22135.0,24963.0,14.7
986,ED0-2,F,Y65-74,Y_GE65,NL,2023-01-01,7.7,23295.0,25816.0,15.9
987,ED0-2,F,Y65-74,Y_GE65,NL,2024-01-01,7.8,25544.0,28274.0,17.0
988,ED0-2,F,Y65-74,Y_GE65,NO,2021-01-01,7.8,31901.0,34092.0,23.4
989,ED0-2,F,Y65-74,Y_GE65,NO,2022-01-01,7.5,35301.0,39303.0,22.0
990,ED0-2,F,Y65-74,Y_GE65,NO,2023-01-01,7.9,37345.0,40137.0,24.2
991,ED0-2,F,Y65-74,Y_GE65,NO,2024-01-01,8.1,36429.0,38879.0,23.7
992,ED0-2,F,Y65-74,Y_GE65,PL,2021-01-01,7.2,7152.0,7845.0,24.7
993,ED0-2,F,Y65-74,Y_GE65,PL,2022-01-01,7.2,7910.0,8593.0,27.3
994,ED0-2,F,Y65-74,Y_GE65,PL,2023-01-01,7.1,8765.0,9707.0,26.0
995,ED0-2,F,Y65-74,Y_GE65,PL,2024-01-01,7.1,10626.0,11490.0,23.0
996,ED0-2,F,Y65-74,Y_GE65,PT,2021-01-01,6.75,10027.0,12543.0,31.2
997,ED0-2,F,Y65-74,Y_GE65,PT,2022-01-01,6.2,10360.0,13074.0,29.9
998,ED0-2,F,Y65-74,Y_GE65,PT,2023-01-01,6.6,10899.0,13794.0,30.5
999,ED0-2,F,Y65-74,Y_GE65,PT,2024-01-01,6.6,10986.0,14048.0,28.7
1000,ED0-2,F,Y65-74,Y_GE65,RO,2021-01-01,7.1,4099.0,4510.0,47.3
1001,ED0-2,F,Y65-74,Y_GE65,RO,2022-01-01,6.9,5324.0,5699.0,47.9
1002,ED0-2,F,Y65-74,Y_GE65,RO,2023-01-01,7.0,5913.0,6441.0,46.4
1003,ED0-2,F,Y65-74,Y_GE65,RO,2024-01-01,7.0,6826.0,7378.0,40.1
1004,ED0-2,F,Y65-74,Y_GE65,SE,2021-01-01,7.9,20501.0,23801.0,18.4
1005,ED0-2,F,Y65-74,Y_GE65,SE,2022-01-01,8.0,21057.0,24306.0,21.2
1006,ED0-2,F,Y65-74,Y_GE65,SE,2023-01-01,8.0,21716.0,26015.0,21.9
1007,ED0-2,F,Y65-74,Y_GE65,SE,2024-01-01,7.7,22390.0,26768.0,22.5
1008,ED0-2,F,Y65-74,Y_GE65,SI,2021-01-01,6.8,12799.0,14115.0,24.6
1009,ED0-2,F,Y65-74,Y_GE65,SI,2022-01-01,6.8,13285.0,14896.0,24.6
1010,ED0-2,F,Y65-74,Y_GE65,SI,2023-01-01,7.0,14246.0,16271.0,22.7
1011,ED0-2,F,Y65-74,Y_GE65,SI,2024-01-01,6.6,15232.0,17334.0,23.2
1012,ED0-2,F,Y65-74,Y_GE65,SK,2021-01-01,6.2,7933.0,8313.0,27.0
1013,ED0-2,F,Y65-74,Y_GE65,SK,2022-01-01,5.8,8606.0,8910.0,27.0
1014,ED0-2,F,Y65-74,Y_GE65,SK,2023-01-01,6.1,9146.0,9430.0,29.3
1015,ED0-2,F,Y65-74,Y_GE65,SK,2024-01-01,6.2,10478.0,10713.0,28.2
1016,ED0-2,F,Y65-74,Y_GE65,TR,2021-01-01,5.6,3064.0,3889.0,33.4
1017,ED0-2,F,Y65-74,Y_GE65,TR,2022-01-01,5.6,2951.0,3898.0,31.1
1018,ED0-2,F,Y65-74,Y_GE65,TR,2023-01-01,5.7,2751.0,3693.0,31.8
1019,ED0-2,F,Y65-74,Y_GE65,TR,2024-01-01,5.7,3416.0,4600.0,26.8
1020,ED0-2,F,Y_GE16,Y_GE16,AT,2021-01-01,7.6,27591.0,30187.0,18.6
1021,ED0-2,F,Y_GE16,Y_GE16,AT,2022-01-01,7.4,28043.0,30857.0,19.0
1022,ED0-2,F,Y_GE16,Y_GE16,AT,2023-01-01,7.4,31500.0,34664.0,22.8
1023,ED0-2,F,Y_GE16,Y_GE16,AT,2024-01-01,7.2,32877.0,36796.0,20.9
1024,ED0-2,F,Y_GE16,Y_GE16,BE,2021-01-01,7.2,25209.0,27188.0,22.3
1025,ED0-2,F,Y_GE16,Y_GE16,BE,2022-01-01,7.2,26583.0,29058.0,22.7
1026,ED0-2,F,Y_GE16,Y_GE16,BE,2023-01-01,7.3,28197.0,30894.0,21.5
1027,ED0-2,F,Y_GE16,Y_GE16,BE,2024-01-01,7.2,29886.0,32891.0,21.5
1028,ED0-2,F,Y_GE16,Y_GE16,BG,2021-01-01,4.9,5043.0,6632.0,36.4
1029,ED0-2,F,Y_GE16,Y_GE16,BG,2022-01-01,4.6,5219.0,6627.0,42.4
1030,ED0-2,F,Y_GE16,Y_GE16,BG,2023-01-01,5.0,6294.0,8012.0,46.7
1031,ED0-2,F,Y_GE16,Y_GE16,BG,2024-01-01,5.5,7472.0,9727.0,45.6
1032,ED0-2,F,Y_GE16,Y_GE16,CY,2021-01-01,6.2,16430.0,19542.0,43.4
1033,ED0-2,F,Y_GE16,Y_GE16,CY,2022-01-01,6.6,17640.0,20496.0,39.7
1034,ED0-2,F,Y_GE16,Y_GE16,CY,2023-01-01,6.8,18658.0,22228.0,37.6
1035,ED0-2,F,Y_GE16,Y_GE16,CY,2024-01-01,6.8,20161.0,23871.0,34.8
1036,ED0-2,F,Y_GE16,Y_GE16,CZ,2021-01-01,6.9,10387.0,11798.0,18.1
1037,ED0-2,F,Y_GE16,Y_GE16,CZ,2022-01-01,7.1,11763.0,13154.0,17.5
1038,ED0-2,F,Y_GE16,Y_GE16,CZ,2023-01-01,7.0,13195.0,14747.0,19.7
1039,ED0-2,F,Y_GE16,Y_GE16,CZ,2024-01-01,7.0,14658.0,16222.0,19.2
1040,ED0-2,F,Y_GE16,Y_GE16,DE,2021-01-01,6.77,24690.0,28758.0,32.3
1041,ED0-2,F,Y_GE16,Y_GE16,DE,2022-01-01,6.0,24642.0,28247.0,33.9
1042,ED0-2,F,Y_GE16,Y_GE16,DE,2023-01-01,6.5,25913.0,29818.0,35.0
1043,ED0-2,F,Y_GE16,Y_GE16,DE,2024-01-01,6.5,27140.0,31313.0,32.2
1044,ED0-2,F,Y_GE16,Y_GE16,DK,2021-01-01,7.2,30886.0,34768.0,19.5
1045,ED0-2,F,Y_GE16,Y_GE16,DK,2022-01-01,7.5,32133.0,36875.0,20.2
1046,ED0-2,F,Y_GE16,Y_GE16,DK,2023-01-01,7.5,32660.0,37582.0,23.1
1047,ED0-2,F,Y_GE16,Y_GE16,DK,2024-01-01,7.5,33485.0,39304.0,21.1
1048,ED0-2,F,Y_GE16,Y_GE16,EE,2021-01-01,7.2,11978.0,13669.0,27.1
