,isced11,genero,edad,edad_ingresos,geo,periodo,satisfaccion_general,mediana_ingresos,media_ingresos,no_afrontar_imprevistos(%)
12629,TOTAL,F,Y16-19,Y16-24,NO,2022-01-01,7.7,30788.0,36070.0,22.0
12630,TOTAL,F,Y16-19,Y16-24,NO,2023-01-01,7.9,33690.0,36666.0,24.2
12631,TOTAL,F,Y16-19,Y16-24,NO,2024-01-01,7.6,33445.0,33365.0,23.7
12632,TOTAL,F,Y16-19,Y16-24,PL,2021-01-01,8.2,7450.0,8149.0,24.7
12633,TOTAL,F,Y16-19,Y16-24,PL,2022-01-01,8.2,8062.0,8747.0,27.3
12634,TOTAL,F,Y16-19,Y16-24,PL,2023-01-01,7.7,9122.0,9806.0,26.0
12635,TOTAL,F,Y16-19,Y16-24,PL,2024-01-01,7.7,10707.0,11793.0,23.0
12636,TOTAL,F,Y16-19,Y16-24,PT,2021-01-01,7.58,10359.0,11605.0,31.2
12637,TOTAL,F,Y16-19,Y16-24,PT,2022-01-01,7.1,10095.0,11856.0,29.9
12638,TOTAL,F,Y16-19,Y16-24,PT,2023-01-01,8.5,10524.0,12474.0,30.5
12639,TOTAL,F,Y16-19,Y16-24,PT,2024-01-01,7.7,12105.0,13802.0,28.7
12640,TOTAL,F,Y16-19,Y16-24,RO,2021-01-01,8.3,4427.0,4980.0,47.3
12641,TOTAL,F,Y16-19,Y16-24,RO,2022-01-01,8.2,4764.0,5259.0,47.9
12642,TOTAL,F,Y16-19,Y16-24,RO,2023-01-01,8.5,5907.0,6424.0,46.4
12643,TOTAL,F,Y16-19,Y16-24,RO,2024-01-01,8.3,7176.0,7674.0,40.1
12644,TOTAL,F,Y16-19,Y16-24,SE,2021-01-01,7.6,21824.0,24692.0,18.4
12645,TOTAL,F,Y16-19,Y16-24,SE,2022-01-01,7.3,22340.0,23809.0,21.2
12646,TOTAL,F,Y16-19,Y16-24,SE,2023-01-01,7.3,22920.0,25398.0,21.9
12647,TOTAL,F,Y16-19,Y16-24,SE,2024-01-01,7.4,22513.0,25349.0,22.5
12648,TOTAL,F,Y16-19,Y16-24,SI,2021-01-01,8.2,15161.0,16248.0,24.6
12649,TOTAL,F,Y16-19,Y16-24,SI,2022-01-01,8.5,16648.0,17562.0,24.6
12650,TOTAL,F,Y16-19,Y16-24,SI,2023-01-01,8.0,18516.0,19624.0,22.7
12651,TOTAL,F,Y16-19,Y16-24,SI,2024-01-01,8.6,20246.0,21583.0,23.2
12652,TOTAL,F,Y16-19,Y16-24,SK,2021-01-01,8.4,7690.0,8025.0,27.0
12653,TOTAL,F,Y16-19,Y16-24,SK,2022-01-01,7.8,7662.0,7862.0,27.0
12654,TOTAL,F,Y16-19,Y16-24,SK,2023-01-01,8.2,8453.0,8335.0,29.3
12655,TOTAL,F,Y16-19,Y16-24,SK,2024-01-01,8.2,8821.0,8869.0,28.2
12656,TOTAL,F,Y16-19,Y16-24,TR,2021-01-01,5.9,2426.0,3218.0,33.4
12657,TOTAL,F,Y16-19,Y16-24,TR,2022-01-01,5.7,2467.0,3372.0,31.1
12658,TOTAL,F,Y16-19,Y16-24,TR,2023-01-01,5.9,2630.0,3613.0,31.8
12659,TOTAL,F,Y16-19,Y16-24,TR,2024-01-01,6.0,3662.0,5057.0,26.8
12660,TOTAL,F,Y16-24,Y16-24,AT,2021-01-01,8.1,27305.0,28228.0,18.6
12661,TOTAL,F,Y16-24,Y16-24,AT,2022-01-01,8.1,26070.0,28058.0,19.0
12662,TOTAL,F,Y16-24,Y16-24,AT,2023-01-01,7.8,30700.0,32885.0,22.8
12663,TOTAL,F,Y16-24,Y16-24,AT,2024-01-01,7.7,31026.0,33804.0,20.9
12664,TOTAL,F,Y16-24,Y16-24,BE,2021-01-01,7.7,24390.0,25223.0,22.3
12665,TOTAL,F,Y16-24,Y16-24,BE,2022-01-01,7.8,26563.0,27847.0,22.7
12666,TOTAL,F,Y16-24,Y16-24,BE,2023-01-01,7.9,27845.0,29150.0,21.5
12667,TOTAL,F,Y16-24,Y16-24,BE,2024-01-01,7.9,29218.0,30365.0,21.5
12668,TOTAL,F,Y16-24,Y16-24,BG,2021-01-01,6.4,4637.0,5727.0,36.4
12669,TOTAL,F,Y16-24,Y16-24,BG,2022-01-01,6.4,5234.0,6239.0,42.4
12670,TOTAL,F,Y16-24,Y16-24,BG,2023-01-01,6.8,6001.0,7104.0,46.7
12671,TOTAL,F,Y16-24,Y16-24,BG,2024-01-01,7.3,6963.0,8537.0,45.6
12672,TOTAL,F,Y16-24,Y16-24,CY,2021-01-01,7.2,16201.0,18397.0,43.4
12673,TOTAL,F,Y16-24,Y16-24,CY,2022-01-01,7.5,17344.0,19912.0,39.7
12674,TOTAL,F,Y16-24,Y16-24,CY,2023-01-01,8.1,18544.0,20736.0,37.6
12675,TOTAL,F,Y16-24,Y16-24,CY,2024-01-01,8.0,20106.0,22121.0,34.8
12676,TOTAL,F,Y16-24,Y16-24,CZ,2021-01-01,8.0,10444.0,11561.0,18.1
12677,TOTAL,F,Y16-24,Y16-24,CZ,2022-01-01,8.0,11974.0,13004.0,17.5
12678,TOTAL,F,Y16-24,Y16-24,CZ,2023-01-01,8.2,12934.0,13912.0,19.7
12679,TOTAL,F,Y16-24,Y16-24,CZ,2024-01-01,8.1,14151.0,15288.0,19.2
12680,TOTAL,F,Y16-24,Y16-24,DE,2021-01-01,7.49,22501.0,25640.0,32.3
12681,TOTAL,F,Y16-24,Y16-24,DE,2022-01-01,6.5,22349.0,25079.0,33.9
12682,TOTAL,F,Y16-24,Y16-24,DE,2023-01-01,7.3,23360.0,26079.0,35.0
12683,TOTAL,F,Y16-24,Y16-24,DE,2024-01-01,7.4,24711.0,27673.0,32.2
12684,TOTAL,F,Y16-24,Y16-24,DK,2021-01-01,6.8,24285.0,26603.0,19.5
12685,TOTAL,F,Y16-24,Y16-24,DK,2022-01-01,7.3,26869.0,31587.0,20.2
12686,TOTAL,F,Y16-24,Y16-24,DK,2023-01-01,7.2,27632.0,30385.0,23.1
12687,TOTAL,F,Y16-24,Y16-24,DK,2024-01-01,7.2,28045.0,29538.0,21.1
12688,TOTAL,F,Y16-24,Y16-24,EE,2021-01-01,7.5,11950.0,13043.0,27.1
12689,TOTAL,F,Y16-24,Y16-24,EE,2022-01-01,7.6,13733.0,15477.0,31.3
12690,TOTAL,F,Y16-24,Y16-24,EE,2023-01-01,7.7,14873.0,15775.0,30.2
12691,TOTAL,F,Y16-24,Y16-24,EE,2024-01-01,7.6,16616.0,17571.0,34.7
12692,TOTAL,F,Y16-24,Y16-24,EL,2021-01-01,7.4,7622.0,8555.0,46.3
12693,TOTAL,F,Y16-24,Y16-24,EL,2022-01-01,7.5,8330.0,9671.0,43.6
12694,TOTAL,F,Y16-24,Y16-24,EL,2023-01-01,7.4,8400.0,9528.0,44.3
12695,TOTAL,F,Y16-24,Y16-24,EL,2024-01-01,7.2,9821.0,10852.0,43.9
12696,TOTAL,F,Y16-24,Y16-24,ES,2021-01-01,7.7,14088.0,16272.0,33.4
12697,TOTAL,F,Y16-24,Y16-24,ES,2022-01-01,7.8,14941.0,17062.0,35.5
12698,TOTAL,F,Y16-24,Y16-24,ES,2023-01-01,7.7,16500.0,19162.0,37.1
12699,TOTAL,F,Y16-24,Y16-24,ES,2024-01-01,7.7,17673.0,19946.0,35.9
12700,TOTAL,F,Y16-24,Y16-24,EU27_2020,2021-01-01,7.49,16781.0,18942.0,29.45
12701,TOTAL,F,Y16-24,Y16-24,EU27_2020,2022-01-01,7.5,17429.0,19664.0,30.19
12702,TOTAL,F,Y16-24,Y16-24,EU27_2020,2023-01-01,7.6,18530.0,20847.0,30.65
12703,TOTAL,F,Y16-24,Y16-24,EU27_2020,2024-01-01,7.6,19602.0,21729.0,29.68
12704,TOTAL,F,Y16-24,Y16-24,FI,2021-01-01,7.9,20196.0,24139.0,23.5
12705,TOTAL,F,Y16-24,Y16-24,FI,2022-01-01,7.6,21325.0,23864.0,23.2
12706,TOTAL,F,Y16-24,Y16-24,FI,2023-01-01,7.4,21502.0,24001.0,26.0
12707,TOTAL,F,Y16-24,Y16-24,FI,2024-01-01,7.7,22813.0,25136.0,27.3
12708,TOTAL,F,Y16-24,Y16-24,FR,2021-01-01,7.0,20109.0,23553.0,27.6
12709,TOTAL,F,Y16-24,Y16-24,FR,2022-01-01,7.4,20605.0,24366.0,31.4
12710,TOTAL,F,Y16-24,Y16-24,FR,2023-01-01,7.5,21703.0,25282.0,29.4
12711,TOTAL,F,Y16-24,Y16-24,FR,2024-01-01,7.4,22428.0,24716.0,29.4
12712,TOTAL,F,Y16-24,Y16-24,HR,2021-01-01,7.8,7831.0,8552.0,46.5
12713,TOTAL,F,Y16-24,Y16-24,HR,2022-01-01,7.9,8906.0,9418.0,44.8
12714,TOTAL,F,Y16-24,Y16-24,HR,2023-01-01,8.2,9695.0,10291.0,41.4
12715,TOTAL,F,Y16-24,Y16-24,HR,2024-01-01,8.3,12575.0,13579.0,34.9
12716,TOTAL,F,Y16-24,Y16-24,HU,2021-01-01,7.2,6004.0,6626.0,34.8
12717,TOTAL,F,Y16-24,Y16-24,HU,2022-01-01,7.7,6291.0,6960.0,33.7
12718,TOTAL,F,Y16-24,Y16-24,HU,2023-01-01,7.9,6814.0,7634.0,31.5
12719,TOTAL,F,Y16-24,Y16-24,HU,2024-01-01,7.7,8116.0,8707.0,28.6
12720,TOTAL,F,Y16-24,Y16-24,IE,2021-01-01,6.9,27002.0,30518.0,29.1
12721,TOTAL,F,Y16-24,Y16-24,IE,2022-01-01,7.3,28785.0,32588.0,33.1
12722,TOTAL,F,Y16-24,Y16-24,IE,2023-01-01,7.5,28687.0,34156.0,34.4
12723,TOTAL,F,Y16-24,Y16-24,IE,2024-01-01,7.7,31874.0,36650.0,31.5
12724,TOTAL,F,Y16-24,Y16-24,IT,2021-01-01,7.6,15485.0,17427.0,32.7
12725,TOTAL,F,Y16-24,Y16-24,IT,2022-01-01,7.6,16596.0,18765.0,32.9
12726,TOTAL,F,Y16-24,Y16-24,IT,2023-01-01,7.7,17906.0,20138.0,28.8
12727,TOTAL,F,Y16-24,Y16-24,IT,2024-01-01,7.5,18351.0,20739.0,29.9
12728,TOTAL,F,Y16-24,Y16-24,LT,2021-01-01,7.8,9680.0,11335.0,36.4
12729,TOTAL,F,Y16-24,Y16-24,LT,2022-01-01,8.0,10627.0,12490.0,39.3
12730,TOTAL,F,Y16-24,Y16-24,LT,2023-01-01,8.0,10998.0,13206.0,40.5
12731,TOTAL,F,Y16-24,Y16-24,LT,2024-01-01,8.3,11927.0,14183.0,41.3
12732,TOTAL,F,Y16-24,Y16-24,LU,2021-01-01,7.7,36373.0,40719.0,21.3
12733,TOTAL,F,Y16-24,Y16-24,LU,2022-01-01,7.5,36732.0,41751.0,18.8
12734,TOTAL,F,Y16-24,Y16-24,LU,2023-01-01,7.4,35088.0,42908.0,24.1
12735,TOTAL,F,Y16-24,Y16-24,LU,2024-01-01,7.3,35624.0,43890.0,22.5
12736,TOTAL,F,Y16-24,Y16-24,LV,2021-01-01,7.3,9167.0,10317.0,41.9
12737,TOTAL,F,Y16-24,Y16-24,LV,2022-01-01,7.7,10449.0,11476.0,44.1
12738,TOTAL,F,Y16-24,Y16-24,LV,2023-01-01,7.6,10835.0,12218.0,44.8
12739,TOTAL,F,Y16-24,Y16-24,LV,2024-01-01,7.4,12573.0,14357.0,45.2
12740,TOTAL,F,Y16-24,Y16-24,MT,2021-01-01,7.3,17380.0,19276.0,15.7
12741,TOTAL,F,Y16-24,Y16-24,MT,2022-01-01,7.8,19092.0,20875.0,15.4
12742,TOTAL,F,Y16-24,Y16-24,MT,2023-01-01,7.6,19882.0,24797.0,15.9
12743,TOTAL,F,Y16-24,Y16-24,MT,2024-01-01,7.9,20041.0,23796.0,18.3
12744,TOTAL,F,Y16-24,Y16-24,NL,2021-01-01,7.6,25439.0,27030.0,15.1
12745,TOTAL,F,Y16-24,Y16-24,NL,2022-01-01,7.5,26272.0,28441.0,14.7
12746,TOTAL,F,Y16-24,Y16-24,NL,2023-01-01,7.3,26515.0,29233.0,15.9
12747,TOTAL,F,Y16-24,Y16-24,NL,2024-01-01,7.4,28522.0,30950.0,17.0
12748,TOTAL,F,Y16-24,Y16-24,NO,2021-01-01,7.6,27564.0,29602.0,23.4
12749,TOTAL,F,Y16-24,Y16-24,NO,2022-01-01,7.5,30788.0,36070.0,22.0
12750,TOTAL,F,Y16-24,Y16-24,NO,2023-01-01,7.7,33690.0,36666.0,24.2
12751,TOTAL,F,Y16-24,Y16-24,NO,2024-01-01,7.5,33445.0,33365.0,23.7
12752,TOTAL,F,Y16-24,Y16-24,PL,2021-01-01,7.9,7450.0,8149.0,24.7
12753,TOTAL,F,Y16-24,Y16-24,PL,2022-01-01,8.2,8062.0,8747.0,27.3
12754,TOTAL,F,Y16-24,Y16-24,PL,2023-01-01,7.8,9122.0,9806.0,26.0
12755,TOTAL,F,Y16-24,Y16-24,PL,2024-01-01,7.8,10707.0,11793.0,23.0
12756,TOTAL,F,Y16-24,Y16-24,PT,2021-01-01,7.49,10359.0,11605.0,31.2
12757,TOTAL,F,Y16-24,Y16-24,PT,2022-01-01,7.7,10095.0,11856.0,29.9
12758,TOTAL,F,Y16-24,Y16-24,PT,2023-01-01,7.7,10524.0,12474.0,30.5
12759,TOTAL,F,Y16-24,Y16-24,PT,2024-01-01,7.7,12105.0,13802.0,28.7
12760,TOTAL,F,Y16-24,Y16-24,RO,2021-01-01,8.0,4427.0,4980.0,47.3
12761,TOTAL,F,Y16-24,Y16-24,RO,2022-01-01,8.2,4764.0,5259.0,47.9
12762,TOTAL,F,Y16-24,Y16-24,RO,2023-01-01,8.3,5907.0,6424.0,46.4
12763,TOTAL,F,Y16-24,Y16-24,RO,2024-01-01,8.2,7176.0,7674.0,40.1
12764,TOTAL,F,Y16-24,Y16-24,SE,2021-01-01,7.6,21824.0,24692.0,18.4
12765,TOTAL,F,Y16-24,Y16-24,SE,2022-01-01,7.2,22340.0,23809.0,21.2
12766,TOTAL,F,Y16-24,Y16-24,SE,2023-01-01,7.2,22920.0,25398.0,21.9
12767,TOTAL,F,Y16-24,Y16-24,SE,2024-01-01,7.3,22513.0,25349.0,22.5
12768,TOTAL,F,Y16-24,Y16-24,SI,2021-01-01,8.2,15161.0,16248.0,24.6
12769,TOTAL,F,Y16-24,Y16-24,SI,2022-01-01,7.8,16648.0,17562.0,24.6
12770,TOTAL,F,Y16-24,Y16-24,SI,2023-01-01,8.1,18516.0,19624.0,22.7
12771,TOTAL,F,Y16-24,Y16-24,SI,2024-01-01,8.2,20246.0,21583.0,23.2
12772,TOTAL,F,Y16-24,Y16-24,SK,2021-01-01,8.2,7690.0,8025.0,27.0
12773,TOTAL,F,Y16-24,Y16-24,SK,2022-01-01,7.9,7662.0,7862.0,27.0
12774,TOTAL,F,Y16-24,Y16-24,SK,2023-01-01,8.1,8453.0,8335.0,29.3
12775,TOTAL,F,Y16-24,Y16-24,SK,2024-01-01,8.2,8821.0,8869.0,28.2
12776,TOTAL,F,Y16-24,Y16-24,TR,2021-01-01,5.8,2426.0,3218.0,33.4
12777,TOTAL,F,Y16-24,Y16-24,TR,2022-01-01,5.5,2467.0,3372.0,31.1
12778,TOTAL,F,Y16-24,Y16-24,TR,2023-01-01,5.8,2630.0,3613.0,31.8
12779,TOTAL,F,Y16-24,Y16-24,TR,2024-01-01,6.0,3662.0,5057.0,26.8
12780,TOTAL,F,Y20-24,Y16-24,AT,2021-01-01,8.0,27305.0,28228.0,18.6
12781,TOTAL,F,Y20-24,Y16-24,AT,2022-01-01,8.2,26070.0,28058.0,19.0
12782,TOTAL,F,Y20-24,Y16-24,AT,2023-01-01,7.6,30700.0,32885.0,22.8
12783,TOTAL,F,Y20-24,Y16-24,AT,2024-01-01,7.7,31026.0,33804.0,20.9
12784,TOTAL,F,Y20-24,Y16-24,BE,2021-01-01,7.8,24390.0,25223.0,22.3
12785,TOTAL,F,Y20-24,Y16-24,BE,2022-01-01,7.7,26563.0,27847.0,22.7
12786,TOTAL,F,Y20-24,Y16-24,BE,2023-01-01,7.9,27845.0,29150.0,21.5
12787,TOTAL,F,Y20-24,Y16-24,BE,2024-01-01,7.8,29218.0,30365.0,21.5
12788,TOTAL,F,Y20-24,Y16-24,BG,2021-01-01,6.2,4637.0,5727.0,36.4
12789,TOTAL,F,Y20-24,Y16-24,BG,2022-01-01,6.3,5234.0,6239.0,42.4
12790,TOTAL,F,Y20-24,Y16-24,BG,2023-01-01,6.6,6001.0,7104.0,46.7
12791,TOTAL,F,Y20-24,Y16-24,BG,2024-01-01,7.2,6963.0,8537.0,45.6
12792,TOTAL,F,Y20-24,Y16-24,CY,2021-01-01,7.1,16201.0,18397.0,43.4
12793,TOTAL,F,Y20-24,Y16-24,CY,2022-01-01,7.5,17344.0,19912.0,39.7
12794,TOTAL,F,Y20-24,Y16-24,CY,2023-01-01,8.0,18544.0,20736.0,37.6
12795,TOTAL,F,Y20-24,Y16-24,CY,2024-01-01,8.0,20106.0,22121.0,34.8
12796,TOTAL,F,Y20-24,Y16-24,CZ,2021-01-01,7.9,10444.0,11561.0,18.1
12797,TOTAL,F,Y20-24,Y16-24,CZ,2022-01-01,7.9,11974.0,13004.0,17.5
12798,TOTAL,F,Y20-24,Y16-24,CZ,2023-01-01,8.1,12934.0,13912.0,19.7
12799,TOTAL,F,Y20-24,Y16-24,CZ,2024-01-01,8.2,14151.0,15288.0,19.2
12800,TOTAL,F,Y20-24,Y16-24,DE,2021-01-01,7.43,22501.0,25640.0,32.3
12801,TOTAL,F,Y20-24,Y16-24,DE,2022-01-01,6.5,22349.0,25079.0,33.9
12802,TOTAL,F,Y20-24,Y16-24,DE,2023-01-01,7.2,23360.0,26079.0,35.0
12803,TOTAL,F,Y20-24,Y16-24,DE,2024-01-01,7.3,24711.0,27673.0,32.2
12804,TOTAL,F,Y20-24,Y16-24,DK,2021-01-01,6.8,24285.0,26603.0,19.5
12805,TOTAL,F,Y20-24,Y16-24,DK,2022-01-01,7.2,26869.0,31587.0,20.2
12806,TOTAL,F,Y20-24,Y16-24,DK,2023-01-01,7.0,27632.0,30385.0,23.1
12807,TOTAL,F,Y20-24,Y16-24,DK,2024-01-01,7.0,28045.0,29538.0,21.1
12808,TOTAL,F,Y20-24,Y16-24,EE,2021-01-01,7.5,11950.0,13043.0,27.1
12809,TOTAL,F,Y20-24,Y16-24,EE,2022-01-01,7.6,13733.0,15477.0,31.3
12810,TOTAL,F,Y20-24,Y16-24,EE,2023-01-01,7.5,14873.0,15775.0,30.2
12811,TOTAL,F,Y20-24,Y16-24,EE,2024-01-01,7.5,16616.0,17571.0,34.7
12812,TOTAL,F,Y20-24,Y16-24,EL,2021-01-01,7.3,7622.0,8555.0,46.3
12813,TOTAL,F,Y20-24,Y16-24,EL,2022-01-01,7.3,8330.0,9671.0,43.6
12814,TOTAL,F,Y20-24,Y16-24,EL,2023-01-01,7.1,8400.0,9528.0,44.3
12815,TOTAL,F,Y20-24,Y16-24,EL,2024-01-01,6.8,9821.0,10852.0,43.9
12816,TOTAL,F,Y20-24,Y16-24,ES,2021-01-01,7.5,14088.0,16272.0,33.4
12817,TOTAL,F,Y20-24,Y16-24,ES,2022-01-01,7.7,14941.0,17062.0,35.5
12818,TOTAL,F,Y20-24,Y16-24,ES,2023-01-01,7.6,16500.0,19162.0,37.1
12819,TOTAL,F,Y20-24,Y16-24,ES,2024-01-01,7.6,17673.0,19946.0,35.9
12820,TOTAL,F,Y20-24,Y16-24,EU27_2020,2021-01-01,7.43,16781.0,18942.0,29.45
12821,TOTAL,F,Y20-24,Y16-24,EU27_2020,2022-01-01,7.4,17429.0,19664.0,30.19
12822,TOTAL,F,Y20-24,Y16-24,EU27_2020,2023-01-01,7.5,18530.0,20847.0,30.65
12823,TOTAL,F,Y20-24,Y16-24,EU27_2020,2024-01-01,7.5,19602.0,21729.0,29.68
12824,TOTAL,F,Y20-24,Y16-24,FI,2021-01-01,7.9,20196.0,24139.0,23.5
12825,TOTAL,F,Y20-24,Y16-24,FI,2022-01-01,7.5,21325.0,23864.0,23.2
12826,TOTAL,F,Y20-24,Y16-24,FI,2023-01-01,7.2,21502.0,24001.0,26.0
12827,TOTAL,F,Y20-24,Y16-24,FI,2024-01-01,7.6,22813.0,25136.0,27.3
12828,TOTAL,F,Y20-24,Y16-24,FR,2021-01-01,6.9,20109.0,23553.0,27.6
12829,TOTAL,F,Y20-24,Y16-24,FR,2022-01-01,7.2,20605.0,24366.0,31.4
12830,TOTAL,F,Y20-24,Y16-24,FR,2023-01-01,7.3,21703.0,25282.0,29.4
12831,TOTAL,F,Y20-24,Y16-24,FR,2024-01-01,7.3,22428.0,24716.0,29.4
12832,TOTAL,F,Y20-24,Y16-24,HR,2021-01-01,7.8,7831.0,8552.0,46.5
12833,TOTAL,F,Y20-24,Y16-24,HR,2022-01-01,7.8,8906.0,9418.0,44.8
12834,TOTAL,F,Y20-24,Y16-24,HR,2023-01-01,8.2,9695.0,10291.0,41.4
12835,TOTAL,F,Y20-24,Y16-24,HR,2024-01-01,8.3,12575.0,13579.0,34.9
12836,TOTAL,F,Y20-24,Y16-24,HU,2021-01-01,7.1,6004.0,6626.0,34.8
12837,TOTAL,F,Y20-24,Y16-24,HU,2022-01-01,7.6,6291.0,6960.0,33.7
12838,TOTAL,F,Y20-24,Y16-24,HU,2023-01-01,7.8,6814.0,7634.0,31.5
12839,TOTAL,F,Y20-24,Y16-24,HU,2024-01-01,7.5,8116.0,8707.0,28.6
12840,TOTAL,F,Y20-24,Y16-24,IE,2021-01-01,7.0,27002.0,30518.0,29.1
12841,TOTAL,F,Y20-24,Y16-24,IE,2022-01-01,7.4,28785.0,32588.0,33.1
12842,TOTAL,F,Y20-24,Y16-24,IE,2023-01-01,7.4,28687.0,34156.0,34.4
12843,TOTAL,F,Y20-24,Y16-24,IE,2024-01-01,7.8,31874.0,36650.0,31.5
12844,TOTAL,F,Y20-24,Y16-24,IT,2021-01-01,7.5,15485.0,17427.0,32.7
12845,TOTAL,F,Y20-24,Y16-24,IT,2022-01-01,7.5,16596.0,18765.0,32.9
12846,TOTAL,F,Y20-24,Y16-24,IT,2023-01-01,7.7,17906.0,20138.0,28.8
12847,TOTAL,F,Y20-24,Y16-24,IT,2024-01-01,7.4,18351.0,20739.0,29.9
12848,TOTAL,F,Y20-24,Y16-24,LT,2021-01-01,7.8,9680.0,11335.0,36.4
12849,TOTAL,F,Y20-24,Y16-24,LT,2022-01-01,8.1,10627.0,12490.0,39.3
12850,TOTAL,F,Y20-24,Y16-24,LT,2023-01-01,7.9,10998.0,13206.0,40.5
12851,TOTAL,F,Y20-24,Y16-24,LT,2024-01-01,8.3,11927.0,14183.0,41.3
12852,TOTAL,F,Y20-24,Y16-24,LU,2021-01-01,7.8,36373.0,40719.0,21.3
12853,TOTAL,F,Y20-24,Y16-24,LU,2022-01-01,7.5,36732.0,41751.0,18.8
12854,TOTAL,F,Y20-24,Y16-24,LU,2023-01-01,7.3,35088.0,42908.0,24.1
12855,TOTAL,F,Y20-24,Y16-24,LU,2024-01-01,7.1,35624.0,43890.0,22.5
12856,TOTAL,F,Y20-24,Y16-24,LV,2021-01-01,7.3,9167.0,10317.0,41.9
12857,TOTAL,F,Y20-24,Y16-24,LV,2022-01-01,7.7,10449.0,11476.0,44.1
12858,TOTAL,F,Y20-24,Y16-24,LV,2023-01-01,7.5,10835.0,12218.0,44.8
12859,TOTAL,F,Y20-24,Y16-24,LV,2024-01-01,7.5,12573.0,14357.0,45.2
12860,TOTAL,F,Y20-24,Y16-24,MT,2021-01-01,7.3,17380.0,19276.0,15.7
12861,TOTAL,F,Y20-24,Y16-24,MT,2022-01-01,7.8,19092.0,20875.0,15.4
12862,TOTAL,F,Y20-24,Y16-24,MT,2023-01-01,7.5,19882.0,24797.0,15.9
12863,TOTAL,F,Y20-24,Y16-24,MT,2024-01-01,7.9,20041.0,23796.0,18.3
12864,TOTAL,F,Y20-24,Y16-24,NL,2021-01-01,7.5,25439.0,27030.0,15.1
12865,TOTAL,F,Y20-24,Y16-24,NL,2022-01-01,7.5,26272.0,28441.0,14.7
12866,TOTAL,F,Y20-24,Y16-24,NL,2023-01-01,7.4,26515.0,29233.0,15.9
12867,TOTAL,F,Y20-24,Y16-24,NL,2024-01-01,7.4,28522.0,30950.0,17.0
12868,TOTAL,F,Y20-24,Y16-24,NO,2021-01-01,7.5,27564.0,29602.0,23.4
12869,TOTAL,F,Y20-24,Y16-24,NO,2022-01-01,7.4,30788.0,36070.0,22.0
12870,TOTAL,F,Y20-24,Y16-24,NO,2023-01-01,7.5,33690.0,36666.0,24.2
12871,TOTAL,F,Y20-24,Y16-24,NO,2024-01-01,7.4,33445.0,33365.0,23.7
12872,TOTAL,F,Y20-24,Y16-24,PL,2021-01-01,7.8,7450.0,8149.0,24.7
12873,TOTAL,F,Y20-24,Y16-24,PL,2022-01-01,8.2,8062.0,8747.0,27.3
12874,TOTAL,F,Y20-24,Y16-24,PL,2023-01-01,7.9,9122.0,9806.0,26.0
12875,TOTAL,F,Y20-24,Y16-24,PL,2024-01-01,7.8,10707.0,11793.0,23.0
12876,TOTAL,F,Y20-24,Y16-24,PT,2021-01-01,7.43,10359.0,11605.0,31.2
12877,TOTAL,F,Y20-24,Y16-24,PT,2022-01-01,7.8,10095.0,11856.0,29.9
12878,TOTAL,F,Y20-24,Y16-24,PT,2023-01-01,7.6,10524.0,12474.0,30.5
12879,TOTAL,F,Y20-24,Y16-24,PT,2024-01-01,7.7,12105.0,13802.0,28.7
12880,TOTAL,F,Y20-24,Y16-24,RO,2021-01-01,7.9,4427.0,4980.0,47.3
12881,TOTAL,F,Y20-24,Y16-24,RO,2022-01-01,8.2,4764.0,5259.0,47.9
12882,TOTAL,F,Y20-24,Y16-24,RO,2023-01-01,8.2,5907.0,6424.0,46.4
12883,TOTAL,F,Y20-24,Y16-24,RO,2024-01-01,8.2,7176.0,7674.0,40.1
12884,TOTAL,F,Y20-24,Y16-24,SE,2021-01-01,7.5,21824.0,24692.0,18.4
12885,TOTAL,F,Y20-24,Y16-24,SE,2022-01-01,7.2,22340.0,23809.0,21.2
12886,TOTAL,F,Y20-24,Y16-24,SE,2023-01-01,7.1,22920.0,25398.0,21.9
12887,TOTAL,F,Y20-24,Y16-24,SE,2024-01-01,7.2,22513.0,25349.0,22.5
12888,TOTAL,F,Y20-24,Y16-24,SI,2021-01-01,8.2,15161.0,16248.0,24.6
12889,TOTAL,F,Y20-24,Y16-24,SI,2022-01-01,7.7,16648.0,17562.0,24.6
12890,TOTAL,F,Y20-24,Y16-24,SI,2023-01-01,8.2,18516.0,19624.0,22.7
12891,TOTAL,F,Y20-24,Y16-24,SI,2024-01-01,8.0,20246.0,21583.0,23.2
12892,TOTAL,F,Y20-24,Y16-24,SK,2021-01-01,8.0,7690.0,8025.0,27.0
12893,TOTAL,F,Y20-24,Y16-24,SK,2022-01-01,7.9,7662.0,7862.0,27.0
12894,TOTAL,F,Y20-24,Y16-24,SK,2023-01-01,8.1,8453.0,8335.0,29.3
12895,TOTAL,F,Y20-24,Y16-24,SK,2024-01-01,8.2,8821.0,8869.0,28.2
12896,TOTAL,F,Y20-24,Y16-24,TR,2021-01-01,5.7,2426.0,3218.0,33.4
12897,TOTAL,F,Y20-24,Y16-24,TR,2022-01-01,5.4,2467.0,3372.0,31.1
12898,TOTAL,F,Y20-24,Y16-24,TR,2023-01-01,5.7,2630.0,3613.0,31.8
12899,TOTAL,F,Y20-24,Y16-24,TR,2024-01-01,5.9,3662.0,5057.0,26.8
12900,TOTAL,F,Y25-29,Y25-49,AT,2021-01-01,8.3,27422.0,29583.0,18.6
